,file,scenario,tech_choice,city,doe_reference_name,urdb_label,natural_gas_price,iteration,pv_kw,pv_production,storage_kw,storage_kwh,chp_kw,hot_tes,cold_tes,net_capex_repl_om,energy_from_grid_year_one,energy_from_grid_year_one_bau,energy_cost,demand_cost,fixed_cost,min_cost_adder,energy_cost_bau,demand_cost_bau,min_cost_adder_bau,lcc_bau,lcc,npv,pre_setup_scenario_seconds,setup_scenario_seconds,reopt_seconds,reopt_bau_seconds,parse_run_outputs_seconds
80,chp_pv_bess_coldtes_SanFrancisco_Hospital_5d094abf5457a3ba43474943_9_0.json,PrivateFivePct420SecsC110PConst,chp_pv_bess_coldtes,SanFrancisco,Hospital,5d094abf5457a3ba43474943,9,0,,,,,,,,,,,,,,,,,,,,,,,,,
81,chp_hottes_SanFrancisco_Hospital_5ec2a6945457a3e60d81625c_13_0.json,PrivateFivePct420SecsC110PConst,chp_hottes,SanFrancisco,Hospital,5ec2a6945457a3e60d81625c,13,0,,,,,,,,,,,,,,,,,,,,,,,,,
82,chp_pv_bess_SanFrancisco_Hospital_5e7cc9135457a338417d5622_9_0.json,PrivateFivePct420SecsC110PConst,chp_pv_bess,SanFrancisco,Hospital,5e7cc9135457a338417d5622,9,0,350.3595,502969.0,0.0,0.0,0.0,0.0,0.0,363705.0,7249848.4106,7752817.0,4835058.76,1592615.88,20252.48,0.0,5170497.86,1645502.29,0.0,8016073.0,7991453.0,24620.0,0.25684380531311,2.98949408531189,71.0970587730408,0.765934705734253,0.42998480796814
83,chp_pv_bess_coldtes_hottes_SanFrancisco_Hospital_5ec2a6945457a3e60d81625c_13_0.json,PrivateFivePct420SecsC110PConst,chp_pv_bess_coldtes_hottes,SanFrancisco,Hospital,5ec2a6945457a3e60d81625c,13,0,104.0195,149328.0,0.0,0.0,0.0,0.0,39755.4494773519,167615.0,7608248.1284,7752817.0,2307570.38,1936242.8,46684.3,0.0,2358599.71,2090437.0,0.0,6199906.0,6162298.0,37608.0,0.267606973648071,3.9067530632019,52.1766791343689,1.20394062995911,0.484067678451538
84,chp_pv_bess_SanFrancisco_Hospital_539f7118ec4f024411ece26f_9_0.json,PrivateFivePct420SecsC110PConst,chp_pv_bess,SanFrancisco,Hospital,539f7118ec4f024411ece26f,9,0,,,,,,,,,,,,,,,,,,,,,,,,,
85,pv_bess_SanFrancisco_Hospital_5e7cc9135457a338417d5622__0.json,PrivateFivePct420SecsC110PConst,pv_bess,SanFrancisco,Hospital,5e7cc9135457a338417d5622,,0,350.3595,502969.0,0.0,0.0,0.0,0.0,0.0,363705.0,7249848.4106,7752817.0,4835058.76,1592615.88,20252.48,0.0,5170497.86,1645502.29,0.0,6836253.0,6811632.0,24621.0,0.291387319564819,1.90111541748047,5.8754551410675,0.575450897216797,0.432121753692627
86,chp_hottes_SanFrancisco_Hospital_5cb742345457a31e119b6ec3_13_0.json,PrivateFivePct420SecsC110PConst,chp_hottes,SanFrancisco,Hospital,5cb742345457a31e119b6ec3,13,0,,,,,,,,,,,,,,,,,,,,,,,,,
87,chp_pv_bess_coldtes_hottes_SanFrancisco_Hospital_539f6b62ec4f024411ec9bcb_9_0.json,PrivateFivePct420SecsC110PConst,chp_pv_bess_coldtes_hottes,SanFrancisco,Hospital,539f6b62ec4f024411ec9bcb,9,0,314.3117,451219.0,0.0,0.0,0.0,0.0,67831.5017421603,428032.0,7306228.2395,7752817.0,3288345.08,2296991.21,17253.64,0.0,3489343.17,2718212.13,0.0,7404630.0,7210442.0,194188.0,0.255786418914795,4.0133535861969,47.6369979381561,1.20394706726074,0.448933362960815
88,chp_coldtes_SanFrancisco_Hospital_539f7118ec4f024411ece26f_9_0.json,PrivateFivePct420SecsC110PConst,chp_coldtes,SanFrancisco,Hospital,539f7118ec4f024411ece26f,9,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7752817.0,7752817.0,2082060.39,0.0,0.0,0.0,2082060.39,0.0,0.0,3261881.0,3261881.0,0.0,0.246798753738403,3.6855411529541,26.601747751236,15.0458354949951,0.123582363128662
89,chp_pv_bess_hottes_SanFrancisco_Hospital_539f7118ec4f024411ece26f_13_0.json,PrivateFivePct420SecsC110PConst,chp_pv_bess_hottes,SanFrancisco,Hospital,539f7118ec4f024411ece26f,13,0,,,,,,,,,,,,,,,,,,,,,,,,,
90,chp_pv_bess_SanFrancisco_Hospital_539f6b62ec4f024411ec9bcb_9_0.json,PrivateFivePct420SecsC110PConst,chp_pv_bess,SanFrancisco,Hospital,539f6b62ec4f024411ec9bcb,9,0,124.1866,178280.0,36.5071,68.5703,0.0,0.0,0.0,212350.97,7574765.6848,7752817.0,3409206.86,2594937.38,17253.64,0.0,3489343.17,2718212.13,0.0,7404630.0,7384887.0,19743.0,0.289812326431274,2.99638056755066,30.7155158519745,0.78923511505127,0.446702718734741
91,chp_SanFrancisco_Hospital_5ec2a6945457a3e60d81625c_13_0.json,PrivateFivePct420SecsC110PConst,chp,SanFrancisco,Hospital,5ec2a6945457a3e60d81625c,13,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7752817.0,7752817.0,2358599.71,2090437.0,46684.3,0.0,2358599.71,2090437.0,0.0,6199906.0,6199906.0,0.0,0.253533363342285,2.48238492012024,4.38548803329468,0.775589942932129,0.097400426864624
92,chp_SanFrancisco_Hospital_5cb742345457a31e119b6ec3_13_0.json,PrivateFivePct420SecsC110PConst,chp,SanFrancisco,Hospital,5cb742345457a31e119b6ec3,13,0,0.0,,0.0,0.0,794.522,0.0,0.0,2594109.0,2841647.2394,7752817.0,4242712.26,979590.44,85623.15,0.0,14503814.64,2115012.12,0.0,18408635.0,15200912.0,3207723.0,0.219166278839111,2.34372448921204,9.07626700401306,0.792503595352173,0.114583730697632
93,chp_pv_bess_coldtes_hottes_SanFrancisco_Hospital_539f7118ec4f024411ece26f_9_0.json,PrivateFivePct420SecsC110PConst,chp_pv_bess_coldtes_hottes,SanFrancisco,Hospital,539f7118ec4f024411ece26f,9,0,,,,,,,,,,,,,,,,,,,,,,,,,
94,chp_pv_bess_hottes_SanFrancisco_Hospital_5ec2a6945457a3e60d81625c_13_0.json,PrivateFivePct420SecsC110PConst,chp_pv_bess_hottes,SanFrancisco,Hospital,5ec2a6945457a3e60d81625c,13,0,,,,,,,,,,,,,,,,,,,,,,,,,
